tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N447UA,1998,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N447WN,2003,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N448UA,1998,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N448WN,2003,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N449UA,1998,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N449WN,2003,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N450WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N451UA,1998,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N451WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N452UA,1999,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N452WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N453UA,1999,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N453WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N45440,2009,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N454UA,1999,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N454WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N455UA,1999,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N455WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N456UA,1999,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N456WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N457UA,1999,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N457WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N458UA,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N458WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N45905,2012,NA,BOEING,787-8,2,260,NA,Turbo-fan
N459UA,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N459WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N460UA,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N460WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N461UA,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N461WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N462UA,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N462WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N463UA,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N463WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N464UA,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N464WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N465UA,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N465WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N466UA,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N466WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N467UA,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N467WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N468UA,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N468WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N469UA,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N469WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N470UA,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N470WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N471UA,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N472UA,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N472WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N473UA,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N473WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N47414,2008,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N474AA,1974,NA,CESSNA,172M,1,4,108,4 Cycle
N474UA,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N474WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N475UA,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N475WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N476UA,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N476WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N477UA,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N477WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N478UA,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N478WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N479UA,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N479WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N480UA,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N480WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N48127,1998,NA,BOEING,757-224,2,178,NA,Turbo-fan
N481UA,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N481WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N482AA,1988,NA,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N482UA,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N482WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N483UA,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N483WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N484UA,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N484WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N485UA,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N485WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N486UA,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N486WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N487UA,2002,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N487WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N488UA,2002,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N488WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N48901,2001,NA,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N489UA,2002,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N489WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N490UA,2002,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N490WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N491UA,2002,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N491WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N492UA,2002,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N492WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N493AA,1989,NA,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N493UA,2002,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N493WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N494UA,2002,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N494WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N495UA,2002,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N495WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N496UA,2002,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N496WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N497UA,2002,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N497WN,2004,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N498UA,2002,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N498WN,2005,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N499AA,1989,NA,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N499WN,2005,NA,BOEING,737-7H4,2,140,NA,Turbo-fan
N502UA,1989,NA,BOEING,757-222,2,178,NA,Turbo-fan
N503JB,1999,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N503UA,1989,NA,BOEING,757-222,2,178,NA,Turbo-fan
N504JB,1999,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N505JB,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N506AS,2008,NA,BOEING,737-890,2,149,NA,Turbo-fan
N506JB,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N507AY,2008,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N507JB,1979,NA,PIPER,PA-23-250,2,6,150,Reciprocating
N508AS,2008,NA,BOEING,737-890,2,149,NA,Turbo-fan
N508AY,2008,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N508JB,2007,NA,CIRRUS DESIGN CORP,SR22,1,4,NA,Reciprocating
N508MQ,NA,NA,AIRBUS,A320-214,2,182,NA,Turbo-fan
N508UA,1990,NA,BOEING,757-222,2,178,NA,Turbo-fan
N509AY,2009,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N509JB,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N509MJ,2003,NA,BOMBARDIER INC,CL-600-2C11,2,55,NA,Turbo-fan
N510JB,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N510UW,2009,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N511MQ,NA,NA,AIRBUS,A321-100,2,200,NA,Turbo-fan
N512AS,2008,NA,BOEING,737-890,2,149,NA,Turbo-fan
N512UA,1990,NA,BOEING,757-222,2,178,NA,Turbo-fan
N513AS,2008,NA,BOEING,737-890,2,149,NA,Turbo-fan
N513MJ,2003,NA,BOMBARDIER INC,CL-600-2C11,2,55,NA,Turbo-fan
N514AS,2008,NA,BOEING,737-890,2,149,NA,Turbo-fan
N514MQ,NA,NA,AIRBUS,A320-214,2,182,NA,Turbo-fan
N516AS,2008,NA,BOEING,737-890,2,149,NA,Turbo-fan
N516JB,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N517AS,2008,NA,BOEING,737-890,2,149,NA,Turbo-fan
N517JB,2000,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N518AS,2009,NA,BOEING,737-890,2,149,NA,Turbo-fan
N518UA,1990,NA,BOEING,757-222,2,178,NA,Turbo-fan
N519AS,2009,NA,BOEING,737-890,2,149,NA,Turbo-fan
N519JB,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N519MQ,1983,NA,CESSNA,A185F,1,6,127,Reciprocating
N519UW,2009,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N520AA,1985,NA,KILDALL GARY,FALCON-XP,1,2,NA,Reciprocating
N520AS,2009,NA,BOEING,737-890,2,149,NA,Turbo-fan
N520JB,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N521AA,2019,NA,TEXTRON AVIATION INC,525,2,8,NA,Turbo-fan
N521JB,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N521LR,2006,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N521UW,2009,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N521VA,2006,NA,AIRBUS,A319-112,2,100,NA,Turbo-fan
N522LR,2006,NA,BOMBARDIER INC,CL-600-2C10,2,80,NA,Turbo-fan
N522VA,2006,NA,AIRBUS,A319-112,2,100,NA,Turbo-fan
N523AS,2009,NA,BOEING,737-890,2,149,NA,Turbo-fan
N523JB,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N523UW,2009,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N523VA,2007,NA,AIRBUS,A319-112,2,100,NA,Turbo-fan
N524AS,2009,NA,BOEING,737-890,2,149,NA,Turbo-fan
N524JB,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N524UW,2009,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N524VA,2007,NA,AIRBUS,A319-112,2,100,NA,Turbo-fan
N525AS,2009,NA,BOEING,737-890,2,149,NA,Turbo-fan
N525VA,2007,NA,AIRBUS,A319-112,2,100,NA,Turbo-fan
N526AS,2009,NA,BOEING,737-890,2,149,NA,Turbo-fan
N526VA,2008,NA,AIRBUS,A319-112,2,100,NA,Turbo-fan
N527AS,NA,NA,BOEING,737-890,2,149,NA,Turbo-fan
N527VA,2008,NA,AIRBUS,A319-112,2,100,NA,Turbo-fan
N528AA,NA,NA,LAMBERT RICHARD,FALCON XP,1,2,NA,Reciprocating
N528AS,2009,NA,BOEING,737-890,2,149,NA,Turbo-fan
N528VA,2008,NA,AIRBUS,A319-112,2,100,NA,Turbo-fan
N529AS,2010,NA,BOEING,737-890,2,149,NA,Turbo-fan
N529JB,2001,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N529VA,2008,NA,AIRBUS,A319-112,2,100,NA,Turbo-fan
N530AS,2010,NA,BOEING,737-890,2,149,NA,Turbo-fan
N530US,1988,NA,BOEING,757-251,2,178,NA,Turbo-fan
N530VA,2008,NA,AIRBUS,A319-112,2,100,NA,Turbo-fan
N531AS,2010,NA,BOEING,737-890,2,149,NA,Turbo-fan
N532AS,2010,NA,BOEING,737-890,2,149,NA,Turbo-fan
N533AS,2011,NA,BOEING,737-890,2,149,NA,Turbo-fan
N53441,NA,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N53442,2009,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N534AS,2011,NA,BOEING,737-890,2,149,NA,Turbo-fan
N534JB,2002,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N534UW,2009,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N535AS,2011,NA,BOEING,737-890,2,149,NA,Turbo-fan
N535JB,2002,NA,AIRBUS INDUSTRIE,A320-232,2,200,NA,Turbo-fan
N535UW,2009,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N536AA,1985,NA,AMERICAN AIRCRAFT INC,FALCON XP,1,2,NA,Reciprocating
N536AS,2012,NA,BOEING,737-890,2,149,NA,Turbo-fan
N536JB,2002,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N536UW,2009,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N537AS,2012,NA,BOEING,737-890,2,149,NA,Turbo-fan
N537JB,2012,NA,ROBINSON HELICOPTER CO,R66,1,5,NA,Turbo-shaft
N537UW,2009,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N538AS,2012,NA,BOEING,737-890,2,149,NA,Turbo-fan
N538CA,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N538UA,NA,NA,OKLAHOMA STATE UNIVERSITY,TURBO ELECTRIC MUGIN,2,NA,NA,Electric
N538UW,2009,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N539US,1996,NA,BOEING,757-251,2,178,NA,Turbo-fan
N539UW,2009,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N540US,1996,NA,BOEING,757-251,2,178,NA,Turbo-fan
N540UW,2009,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N541US,1996,NA,BOEING,757-251,2,178,NA,Turbo-fan
N54241,1999,NA,BOEING,737-824,2,149,NA,Turbo-fan
N542US,1996,NA,BOEING,757-251,2,178,NA,Turbo-fan
N542UW,2009,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N543US,1996,NA,BOEING,757-251,2,178,NA,Turbo-fan
N543UW,2011,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N544AA,2007,NA,FRIEDEMANN JON,VANS AIRCRAFT RV6,1,2,NA,Reciprocating
N544UW,2011,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N545UW,2011,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N546AS,2005,NA,BOEING,737-890,2,149,NA,Turbo-fan
N546UW,2011,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N54711,1998,NA,BOEING,737-724,2,149,NA,Turbo-fan
N547JB,2002,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N547US,1996,NA,BOEING,757-251,2,178,NA,Turbo-fan
N548AS,2005,NA,BOEING,737-890,2,149,NA,Turbo-fan
N548US,1996,NA,BOEING,757-251,2,178,NA,Turbo-fan
N549AS,2005,NA,BOEING,737-8FH,2,149,NA,Turbo-fan
N549US,1996,NA,BOEING,757-251,2,178,NA,Turbo-fan
N549UW,2011,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N550AA,2003,NA,GULFSTREAM AEROSPACE,GV-SP (G550),2,20,NA,Turbo-fan
N550NW,2001,NA,BOEING,757-251,2,178,NA,Turbo-fan
N550WN,2001,NA,BOEING,737-76Q,2,149,NA,Turbo-fan
N551AA,1985,NA,LEBLANC GLENN T,FALCON XP,1,2,NA,Reciprocating
N551AS,2006,NA,BOEING,737-890,2,149,NA,Turbo-fan
N551NW,2001,NA,BOEING,757-251,2,178,NA,Turbo-fan
N551UW,2011,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N551WN,2001,NA,BOEING,737-76Q,2,149,NA,Turbo-fan
N552AS,2006,NA,BOEING,737-890,2,149,NA,Turbo-fan
N552JB,2002,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N552NW,2001,NA,BOEING,757-251,2,178,NA,Turbo-fan
N552UA,1992,NA,BOEING,757-222,2,178,NA,Turbo-fan
N552UW,2011,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N552WN,2002,NA,BOEING,737-7BX,2,149,NA,Turbo-fan
N553AA,1991,NA,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N553AS,2006,NA,BOEING,737-890,2,149,NA,Turbo-fan
N553NW,2001,NA,BOEING,757-251,2,178,NA,Turbo-fan
N553UW,2011,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N553WN,2002,NA,BOEING,737-7BX,2,149,NA,Turbo-fan
N554JB,2002,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N554NW,2001,NA,BOEING,757-251,2,178,NA,Turbo-fan
N554UA,1992,NA,BOEING,757-222,2,178,NA,Turbo-fan
N554UW,2011,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N554WN,2002,NA,BOEING,737-7BX,2,149,NA,Turbo-fan
N555LV,2011,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N555NW,2002,NA,BOEING,757-251,2,178,NA,Turbo-fan
N556AA,1991,NA,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N556AS,2006,NA,BOEING,737-890,2,149,NA,Turbo-fan
N556JB,2002,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N556NW,2002,NA,BOEING,757-251,2,178,NA,Turbo-fan
N556UW,2012,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N556WN,2011,NA,BOEING,737-7BD,2,149,NA,Turbo-fan
N557AS,2006,NA,BOEING,737-890,2,149,NA,Turbo-fan
N557NW,2002,NA,BOEING,757-251,2,178,NA,Turbo-fan
N557UA,1992,NA,BOEING,757-222,2,178,NA,Turbo-fan
N557UW,2012,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N558AA,1991,NA,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N558AS,2006,NA,BOEING,737-890,2,149,NA,Turbo-fan
N558JB,2003,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N558UW,2012,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N559AS,2006,NA,BOEING,737-890,2,149,NA,Turbo-fan
N559JB,2003,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N559UA,1992,NA,BOEING,757-222,2,178,NA,Turbo-fan
N559UW,2012,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N560AA,1991,NA,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N560AS,2006,NA,BOEING,737-890,2,149,NA,Turbo-fan
N560UA,1992,NA,BOEING,757-222,2,178,NA,Turbo-fan
N560UW,2012,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N561AA,1991,NA,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N561JB,2003,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N561UW,2012,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N562AS,2006,NA,BOEING,737-890,2,149,NA,Turbo-fan
N562JB,2003,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N562UW,2012,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N563AS,2006,NA,BOEING,737-890,2,149,NA,Turbo-fan
N563JB,2003,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N563UA,1992,NA,BOEING,757-222,2,178,NA,Turbo-fan
N563UW,2012,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N564AS,2006,NA,BOEING,737-890,2,149,NA,Turbo-fan
N564JB,2003,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N564UA,1992,NA,BOEING,757-222,2,178,NA,Turbo-fan
N565AS,2006,NA,BOEING,737-890,2,149,NA,Turbo-fan
N565JB,2003,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N565UA,1992,NA,BOEING,757-222,2,178,NA,Turbo-fan
N566AA,1987,NA,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N566AS,2007,NA,BOEING,737-890,2,149,NA,Turbo-fan
N566JB,2003,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N566UA,1992,NA,BOEING,757-222,2,178,NA,Turbo-fan
N567UA,2017,NA,BFD SYSTEMS,GD-40,8,NA,NA,Electric
N567UW,2013,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N56859,2004,NA,BOEING,757-324,2,275,NA,Turbo-fan
N568AS,2007,NA,BOEING,737-890,2,149,NA,Turbo-fan
N568JB,2003,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N568UA,1992,NA,BOEING,757-222,2,178,NA,Turbo-fan
N568UW,2013,NA,AIRBUS,A321-231,2,379,NA,Turbo-fan
N569AS,2007,NA,BOEING,737-890,2,149,NA,Turbo-fan
N569JB,2003,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N57016,2000,NA,BOEING,777-224,2,400,NA,Turbo-fan
N570AS,2007,NA,BOEING,737-890,2,149,NA,Turbo-fan
N570JB,2003,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N570UA,NA,NA,CESSNA,150H,1,2,90,Reciprocating
N57111,1994,NA,BOEING,757-224,2,178,NA,Turbo-fan
N571JB,2003,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N572UW,2013,NA,AIRBUS INDUSTRIE,A321-231,2,379,NA,Turbo-fan
N573AA,1991,NA,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N573UA,NA,NA,BOEING,767-300,2,290,NA,Turbo-fan
N57439,2009,NA,BOEING,737-924ER,2,191,NA,Turbo-fan
N574AA,1991,NA,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N575AA,1963,NA,CESSNA,210-5(205),1,6,NA,Reciprocating
N576AA,NA,NA,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N577AS,2007,NA,BOEING,737-890,2,149,NA,Turbo-fan
N57852,2001,NA,BOEING,757-324,2,275,NA,Turbo-fan
N57855,2004,NA,BOEING,757-324,2,275,NA,Turbo-fan
N57857,2004,NA,BOEING,757-324,2,275,NA,Turbo-fan
N57862,2001,NA,BOEING,757-33N,2,275,NA,Turbo-fan
N57863,2001,NA,BOEING,757-33N,2,275,NA,Turbo-fan
N57864,2001,NA,BOEING,757-33N,2,275,NA,Turbo-fan
N57868,2002,NA,BOEING,757-33N,2,275,NA,Turbo-fan
N57869,2002,NA,BOEING,757-33N,2,275,NA,Turbo-fan
N57870,2003,NA,BOEING,757-33N,2,275,NA,Turbo-fan
N579AS,2007,NA,BOEING,737-890,2,149,NA,Turbo-fan
N579JB,2003,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N580JB,2003,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N58101,1994,NA,BOEING,757-224,2,178,NA,Turbo-fan
N581AA,1991,NA,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N581AS,2007,NA,BOEING,737-890,2,149,NA,Turbo-fan
N582CA,2008,NA,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N583AA,1991,NA,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N583AS,2007,NA,BOEING,737-890,2,149,NA,Turbo-fan
N583JB,2004,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N584AS,2007,NA,BOEING,737-890,2,149,NA,Turbo-fan
N584JB,2004,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N585AA,1991,NA,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N585AS,2007,NA,BOEING,737-890,2,149,NA,Turbo-fan
N585JB,2004,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N586AA,NA,NA,MCDONNELL DOUGLAS,DC-9-82(MD-82),2,172,NA,Turbo-fan
N586AS,2007,NA,BOEING,737-890,2,149,NA,Turbo-fan
N586JB,2004,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N587AS,2007,NA,BOEING,737-890,2,149,NA,Turbo-fan
N587JB,2004,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N587NW,2002,NA,BOEING,757-351,2,275,NA,Turbo-fan
N587UA,1993,NA,BOEING,757-222,2,178,NA,Turbo-fan
N588JB,2004,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N588UA,1993,NA,BOEING,757-222,2,178,NA,Turbo-fan
N589AS,2007,NA,BOEING,737-890,2,149,NA,Turbo-fan
N589JB,2004,NA,AIRBUS,A320-232,2,200,NA,Turbo-fan
N589UA,1997,NA,BOEING,757-222,2,178,NA,Turbo-fan
N59053,2000,NA,BOEING,767-424ER,2,292,NA,Turbo-fan
N590AA,1991,NA,MCDONNELL DOUGLAS,DC-9-83(MD-83),2,172,NA,Turbo-fan
N590AS,2008,NA,BOEING,737-890,2,149,NA,Turbo-fan
